,name,team,position,gamesPlayed,fumblesForced,fumblesRecovered,fumblesTouchdowns,completions,passingAttempts,completionPct,passingYards,yardsPerPassAttempt,passingYardsPerGame,longPassing,passingTouchdowns,interceptions,sacks,sackYardsLost,QBR,QBRating,adjQBR,rushingAttempts,rushingYards,yardsPerRushAttempt,longRushing,rushingBigPlays,rushingTouchdowns,rushingYardsPerGame,rushingFumbles,rushingFumblesLost,rushingFirstDowns,receptions,receivingTargets,receivingYards,yardsPerReception,receivingTouchdowns,longReception,receivingBigPlays,receivingYardsPerGame,receivingFumbles,receivingFumblesLost,receivingYardsAfterCatch,receivingFirstDowns,soloTackles,assistTackles,totalTackles,sacks,sackYards,tacklesForLoss,passesDefended,longInterception,interceptions,interceptionYards,interceptionTouchdowns,rushingTouchdowns,receivingTouchdowns,returnTouchdowns,totalTouchdowns,fieldGoals,kickExtraPoints,totalTwoPointConvs,totalPoints,totalPointsPerGame,kickReturns,kickReturnYards,yardsPerKickReturn,longKickReturn,kickReturnTouchdowns,puntReturns,puntReturnYards,yardsPerPuntReturn,longPuntReturn,puntReturnTouchdowns,puntReturnFairCatches,fieldGoalsMade,fieldGoalAttempts,fieldGoalPct,longFieldGoalMade,fieldGoalsMade1_19,fieldGoalsMade20_29,fieldGoalsMade30_39,fieldGoalsMade40_49,fieldGoalsMade50,fieldGoalAttempts1_19,fieldGoalAttempts20_29,fieldGoalAttempts30_39,fieldGoalAttempts40_49,fieldGoalAttempts50,extraPointsMade,extraPointAttempts,extraPointPct,punts,puntYards,longPunt,grossAvgPuntYards,netAvgPuntYards,puntsBlocked,puntsInside20,touchbacks,fairCatches,puntReturns,puntReturnYards,avgPuntReturnYards
327,Elijah Moore,Browns,WR,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,1.0,1.0,1.0,1.0,0.0,0.0,0.06666667014360428,0.0,0.0,0.0,57.0,92.0,501.0,8.788999557495117,1.0,44.0,4.0,33.400001525878906,0.0,0.0,121.0,23.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.4000000059604645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,Payne Durham,Buccaneers,TE,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,63.0,9.0,0.0,26.0,1.0,4.5,1.0,0.0,10.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,Isaac Guerendo,49ers,RB,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,73.0,381.0,5.218999862670898,76.0,2.0,4.0,27.214284896850586,0.0,0.0,15.0,11.0,12.0,87.0,7.908999919891357,0.0,27.0,2.0,6.214285850524902,1.0,0.0,67.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,24.0,1.7139999866485596,6.0,163.0,27.16666603088379,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
330,Kevin Austin Jr.,Saints,WR,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,1.0,9.0,9.0,9.0,0.0,0.0,1.5,0.0,0.0,0.0,9.0,19.0,115.0,12.777999877929688,0.0,22.0,1.0,19.16666603088379,1.0,0.0,23.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,British Brooks,Texans,RB,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,1.0,2.0,2.0,2.0,0.0,0.0,0.4000000059604645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,Tyler Allgeier,Falcons,RB,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,125.0,573.0,4.584000110626221,25.0,4.0,3.0,38.20000076293945,0.0,0.0,38.0,11.0,11.0,71.0,6.454999923706055,0.0,13.0,0.0,4.733333110809326,0.0,0.0,80.0,2.0,5.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,20.0,1.3329999446868896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,Dallin Holker,Saints,TE,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,10.0,0.0,10.0,0.0,1.0,0.0,0.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,Khalil Shakir,Bills,WR,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,2.0,4.0,2.0,2.0,0.0,0.0,0.2857142984867096,0.0,0.0,0.0,73.0,94.0,796.0,10.904000282287598,4.0,52.0,9.0,56.85714340209961,1.0,0.0,576.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,24.0,1.7139999866485596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,Scott Matlock,Chargers,DT,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,28.0,7.0,0.0,10.0,0.0,1.8666666746139526,0.0,0.0,23.0,1.0,2.0,4.0,6.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,Teair Tart,Chargers,DT,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,26.0,1.0,11.0,5.0,2.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,Hunter Luepke,Cowboys,RB,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,9.0,23.0,2.555999994277954,6.0,0.0,0.0,1.6428571939468384,0.0,0.0,4.0,11.0,15.0,110.0,10.0,0.0,24.0,1.0,7.857142925262451,0.0,0.0,84.0,5.0,3.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,Nate Adkins,Broncos,TE,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,83.0,8.300000190734863,3.0,16.0,0.0,5.5333333015441895,0.0,0.0,48.0,5.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,18.0,1.2000000476837158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,Xavier Smith,Rams,WR,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,2.0,30.0,15.0,24.0,1.0,0.0,2.307692289352417,0.0,0.0,1.0,2.0,2.0,6.0,3.0,0.0,11.0,0.0,0.4615384638309479,0.0,0.0,5.0,1.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,155.0,25.83333396911621,34.0,0.0,13.0,113.0,8.692307472229004,38.0,0.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Dareke Young,Seahawks,WR,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,Corey Ballentine,Packers,CB,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,21.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,Craig Reynolds,Lions,RB,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,16.0,69.0,4.313000202178955,19.0,0.0,0.0,4.599999904632568,1.0,0.0,4.0,1.0,1.0,5.0,5.0,0.0,5.0,0.0,0.3333333432674408,0.0,0.0,9.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,George Pickens,Steelers,WR,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,2.0,-6.0,-3.0,4.0,0.0,0.0,-0.4615384638309479,0.0,0.0,0.0,58.0,97.0,900.0,15.517000198364258,3.0,44.0,17.0,69.23076629638672,1.0,1.0,213.0,37.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,18.0,1.3849999904632568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,Zach Charbonnet,Seahawks,RB,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,121.0,510.0,4.215000152587891,51.0,3.0,8.0,31.875,0.0,0.0,30.0,42.0,52.0,308.0,7.333000183105469,1.0,30.0,3.0,19.25,0.0,0.0,345.0,7.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,9.0,0.0,0.0,0.0,54.0,3.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,Roschon Johnson,Bears,RB,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,53.0,147.0,2.7739999294281006,9.0,0.0,6.0,11.307692527770996,0.0,0.0,17.0,11.0,15.0,88.0,8.0,0.0,17.0,0.0,6.769230842590332,0.0,0.0,70.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,36.0,2.7690000534057617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,Jameson Williams,Lions,WR,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,9.0,63.0,7.0,15.0,0.0,0.0,4.846153736114502,0.0,0.0,4.0,47.0,75.0,890.0,18.93600082397461,6.0,82.0,16.0,68.46154022216797,0.0,0.0,421.0,35.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,36.0,2.7690000534057617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,Ramel Keyton,Raiders,WR,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,7.0,0.0,7.0,0.0,1.1666666269302368,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Trey Palmer,Buccaneers,WR,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,22.0,172.0,14.333000183105469,1.0,27.0,2.0,13.230769157409668,0.0,0.0,42.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.4620000123977661,1.0,14.0,14.0,14.0,0.0,14.0,135.0,9.642857551574707,17.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,Jonathan Mingo,Cowboys,WR,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,2.0,5.0,2.5,3.0,0.0,0.0,0.3333333432674408,1.0,1.0,0.0,14.0,37.0,131.0,9.357000350952148,0.0,35.0,2.0,8.733333587646484,0.0,0.0,67.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,Cade Stover,Texans,TE,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,21.0,133.0,8.866999626159668,1.0,27.0,1.0,9.5,0.0,0.0,94.0,5.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.42899999022483826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,Drake London,Falcons,WR,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,1.0,-3.0,-3.0,-3.0,0.0,0.0,-0.20000000298023224,0.0,0.0,0.0,83.0,127.0,978.0,11.782999992370605,7.0,31.0,6.0,65.19999694824219,0.0,0.0,266.0,55.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,42.0,2.799999952316284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,Puka Nacua,Rams,WR,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,11.0,46.0,4.182000160217285,9.0,0.0,1.0,4.599999904632568,0.0,0.0,2.0,69.0,92.0,861.0,12.477999687194824,3.0,51.0,9.0,86.0999984741211,0.0,0.0,447.0,42.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,24.0,2.4000000953674316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,Davis Allen,Rams,TE,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,39.0,6.5,0.0,13.0,0.0,3.0,0.0,0.0,21.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,Cooper Beebe,Cowboys,G,14.0,0.0,0.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,Elijah Higgins,Cardinals,TE,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,21.0,149.0,8.277999877929688,2.0,23.0,1.0,9.933333396911621,0.0,0.0,69.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,12.0,0.800000011920929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,Luke McCaffrey,Commanders,WR,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,24.0,168.0,9.333000183105469,0.0,30.0,2.0,11.199999809265137,0.0,0.0,97.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,270.0,30.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,DeMario Douglas,Patriots,WR,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,3.0,16.0,5.333000183105469,9.0,0.0,0.0,1.0666667222976685,0.0,0.0,0.0,59.0,78.0,541.0,9.168999671936035,2.0,35.0,7.0,36.06666564941406,1.0,0.0,348.0,26.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,12.0,0.800000011920929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,Breece Hall,Jets,RB,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.86,39.58300018310547,58.78,187.0,774.0,4.138999938964844,42.0,3.0,5.0,55.28571319580078,5.0,1.0,33.0,53.0,70.0,460.0,8.678999900817871,2.0,57.0,5.0,32.85714340209961,0.0,0.0,457.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,7.0,0.0,0.0,1.0,44.0,3.1429998874664307,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
359,Kenny McIntosh,Seahawks,RB,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,24.0,123.0,5.125,25.0,1.0,0.0,7.6875,0.0,0.0,6.0,3.0,3.0,22.0,7.333000183105469,0.0,15.0,0.0,1.375,0.0,0.0,17.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,126.0,25.200000762939453,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,Jha'Quan Jackson,Titans,WR,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,1.0,-5.0,-5.0,-5.0,0.0,0.0,-0.4166666567325592,0.0,0.0,0.0,1.0,3.0,8.0,8.0,0.0,8.0,0.0,0.6666666865348816,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,412.0,25.75,34.0,0.0,28.0,215.0,7.6785712242126465,20.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,Dell Pettus,Patriots,S,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,1.0,2.0,2.0,2.0,0.0,0.0,0.13333334028720856,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,14.0,30.0,1.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,Rashee Rice,Chiefs,WR,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.0,0.0,1.0,24.0,29.0,288.0,12.0,2.0,44.0,3.0,72.0,0.0,0.0,186.0,15.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,12.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,Tyjae Spears,Titans,RB,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.47,39.58300018310547,82.05,64.0,217.0,3.3910000324249268,19.0,0.0,4.0,19.727272033691406,0.0,0.0,13.0,27.0,31.0,216.0,8.0,1.0,43.0,2.0,19.636363983154297,0.0,0.0,251.0,9.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,5.0,0.0,0.0,0.0,30.0,2.7269999980926514,7.0,198.0,28.285715103149414,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,Tre Tucker,Raiders,WR,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,8.0,39.0,4.875,11.0,0.0,1.0,2.5999999046325684,0.0,0.0,3.0,42.0,69.0,491.0,11.6899995803833,2.0,58.0,6.0,32.733333587646484,0.0,0.0,200.0,22.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,18.0,1.2000000476837158,0.0,0.0,0.0,0.0,0.0,6.0,44.0,7.333333492279053,21.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,Dontayvion Wicks,Packers,WR,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,65.0,323.0,10.767000198364258,5.0,36.0,4.0,21.53333282470703,0.0,0.0,123.0,21.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,30.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,Tank Bigsby,Jaguars,RB,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.58300018310547,,143.0,694.0,4.853000164031982,65.0,4.0,6.0,49.57143020629883,3.0,1.0,34.0,6.0,10.0,51.0,8.5,0.0,28.0,1.0,3.642857074737549,0.0,0.0,57.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,36.0,2.571000099182129,6.0,195.0,32.5,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
