awayTeam,homeTeam,awayScore,homeScore,team1points,team2points,team1TORating,team2TORating,team1RushMultiplier,team2RushMultiplier,team1AdjRushRating,team2AdjRushRating,team1PassMultiplier,team2PassMultiplier,team1AdjPassRating,team2AdjPassRating,spread
Steelers,Colts,24,27,24.0,21.2,0.9997787475585938,0.4270467620272525,1.2145589051653571,0.945370918161623,1.0440111817866098,0.9872407398605519,0.9614319150158626,0.9341282646580338,0.8214718255981216,0.7112668456364739,-3
Broncos,Jets,10,9,24.1,19.25,1.5543118990384615,0.8531445312499999,0.9188447684738416,0.6347844321347091,0.984434393343841,0.933470565245108,0.8377252603653874,1.0535874823409774,0.4125798899971754,1.298234095121297,1
Eagles,Buccaneers,16,33,25.299999999999997,23.9,1.421907552083333,0.69802734375,1.3063587641956609,1.0736492947219818,1.0849284033766569,1.0142834930367766,0.954266616406115,0.9441285780650261,0.791313645367174,0.7501631350741546,-17
Bengals,Panthers,34,24,29.65,22.35,1.1997344970703125,0.7271118164062501,1.1621887147608143,0.9624648342787904,1.0194140356366412,0.9923200942076738,1.2765457166902394,0.8888979131091967,3.3898607903579063,0.5549571267600336,10
Jaguars,Texans,20,24,20.5,23.700000000000003,0.596141365003882,2.3698459201388884,0.8165619348274921,0.9642186292994701,0.9652782468537501,0.9935322593834586,0.8631522495827684,1.1461093979907888,0.47911198374247954,1.9775631853926503,-4
Commanders,Cardinals,42,14,25.549999999999997,22.700000000000003,1.8281668526785717,1.1291618795955882,1.3743148304129644,1.372418609363535,1.0772482649773776,1.0736964330388656,0.9804383796901861,0.8416334702260136,0.9059443437025624,0.4222940780740116,28
Patriots,49ers,13,30,19.950000000000003,23.6,1.026510799632353,1.4542236328125002,0.9993769133963621,1.1926085407345561,0.999858651162703,1.034171673932352,0.6703513262258118,1.082225369483429,0.13536686299106912,1.4845285428790889,-17
Browns,Raiders,16,20,20.25,21.55,0.9228726900540867,1.142604282924107,0.7828684046929354,0.7139342067781907,0.9601719654434292,0.9550611735269895,0.9215501642537857,1.0035259519885549,0.664652900491028,1.0177545224486462,-4
Chiefs,Chargers,17,10,20.85,20.5,1.3711251395089286,2.132861328125,0.9417209020915142,0.7487510873061682,0.9899090571500713,0.9479545941697115,1.0107832084773762,0.9261878924960946,1.0550914244401575,0.6815465082145009,7
Bills,Ravens,10,35,26.85,25.9,3.1992919921875,1.125850554435484,0.7480215029922311,1.5277453643837566,0.9454095451993578,1.1117137031165627,1.2326137934431596,1.1410409085315292,2.8453462076971814,1.9342209146536051,-25
Titans,Dolphins,31,12,19.700000000000003,23.8,0.7755859374999999,1.328425740700692,0.7937933188981892,0.9377581072916022,0.9555835823626805,0.9893355026278028,0.8497713187549956,0.8334199789255358,0.4431087683750709,0.4020865409880963,19
Seahawks,Lions,29,42,20.75,27.15,0.7271118164062501,1.7371721224547512,0.6450572585416686,1.236738966475857,0.9387200859409272,1.0408733563102304,1.2128108548807317,1.151442107438999,2.6240093403293545,2.024000131048519,-13
Buccaneers,Falcons,30,36,26.7,22.4,0.9694824218750001,0.927331012228261,1.2186536534919044,0.8683484577808851,1.040254299724241,0.9742658931507011,1.18658336596948,1.2189082555399477,2.3522922601301555,2.6906368908772467,-6
Jets,Vikings,17,23,18.950000000000003,25.2,0.688019783266129,1.4062821943681318,0.5548066316574194,0.9104458217784682,0.9146206910782106,0.9851289960487366,1.115401611031126,0.9933726579624585,1.7264592702351846,0.9672996052310817,-6
Panthers,Bears,10,36,20.200000000000003,24.45,0.793212890625,1.7139064243861608,1.0030688194749269,1.2745789092807231,1.0006176598936318,1.047772577485678,0.8506366551101487,0.8558341822384306,0.4453694933291654,0.4591431840632518,-26
Ravens,Bengals,41,38,28.15,25.1,1.4542236328125002,1.279716796875,1.6586209214683703,0.5360915722130155,1.134783892881273,0.9233418312737347,1.1627798358983241,1.4458596654399474,2.125628966501881,6.318743304967991,3
Dolphins,Patriots,15,10,22.700000000000003,18.700000000000003,1.8819364659926472,1.1633789062500002,0.9522520502172841,0.849057410720215,0.991870422107744,0.9635695514540937,1.0151889231768612,0.7599509306586126,1.0782869580460037,0.25347069516866694,5
Browns,Commanders,13,34,19.4,26.95,0.7057261747472426,2.132861328125,0.9257622052034972,1.3568215628818525,0.9872743727645025,1.0740235374810294,0.8257760331986747,0.9855496698212722,0.38398244546164056,0.9298065128817903,-21
Colts,Jaguars,34,37,23.75,21.950000000000003,1.4709388469827585,0.6954982591711958,1.21977281488448,0.9378474726429745,1.046458388003885,0.9888726584304917,1.0609292807508828,0.9995762127631858,1.344101849477811,0.9978828590112068,-3
Bills,Texans,20,23,27.1,21.700000000000003,1.7139064243861608,0.688019783266129,1.06153051527574,0.8758195407889641,1.0116127957283003,0.9766640124930377,0.9885711429908319,1.0037908076310478,0.944147059558086,1.019098286160993,-3
Raiders,Broncos,18,34,18.75,24.6,0.5484500558035714,1.5543118990384615,0.5798917650543242,0.8829464275608984,0.9283418513693776,0.9771893080832041,1.0886908135434534,0.9096049628928388,1.5294060070237205,0.6226788378587065,-16
Cardinals,49ers,24,23,22.700000000000003,22.15,1.1291618795955882,1.2464773995535714,1.2147962818799398,1.140874380291733,1.0446738352008078,1.0254597298115704,0.8245398989440316,1.053758896912799,0.3811170503223822,1.2992905269250559,1
Packers,Rams,24,19,24.85,20.5,1.1291618795955882,1.0183422786803713,1.3154426125292853,0.7367084080419545,1.060549340191253,0.9498310210054527,1.074062942350824,1.0329717547828672,1.4293831671239312,1.1760945363656499,5
Giants,Seahawks,29,20,18.85,23.15,1.026510799632353,1.0664306640625,0.9041343938378053,0.927310739182744,0.9811467636446017,0.9891735992214333,0.8399828898619975,1.049353817866856,0.4181693508966166,1.2723592010977662,9
Cowboys,Steelers,20,17,20.6,25.25,0.4422984320996544,1.142604282924107,0.6826898458046787,1.265698227488109,0.942649957398953,1.0535955614062362,1.0918195002770945,0.9247741990187239,1.5515087651665012,0.6763609456337774,3
Saints,Chiefs,13,26,18.95,23.65,1.0103027343750002,1.7139064243861608,0.8105179047741381,1.0702073323605361,0.9591542865378407,1.011526620665557,0.9171870383416135,1.178264779950061,0.6490670211099766,2.2709861254040313,-13
49ers,Seahawks,36,24,21.75,22.450000000000003,1.026510799632353,0.9409682329963234,1.1172763421950065,0.7924053632846895,1.0213792981163612,0.9669944726828086,1.0252924243421688,0.9247430519951669,1.133023042816195,0.676247051824348,12
Jaguars,Bears,16,35,20.200000000000003,21.75,0.7587253736413044,3.046944754464286,0.9406680665456603,0.9352195727791853,0.9893906360183365,0.9872003506268563,0.9532353744765044,1.0052345887094054,0.7870471543263492,1.026448390819996,-19
Cardinals,Packers,13,34,20.85,24.799999999999997,0.6619224811422413,1.613088399422269,1.0079797247995534,1.269003349155266,1.0017868444929272,1.0524077434742698,0.9887281494157019,1.012180798731683,0.9448970523604219,1.062405895452416,-21
Colts,Titans,20,17,24.6,21.950000000000003,0.7787323307555779,0.48474121093750006,1.216013884792386,1.026989410636762,1.0457203658352026,1.0052531915740228,0.7323993754194104,0.943826854517098,0.21073653082005214,0.7489652195256145,3
Texans,Patriots,41,21,23.450000000000003,19.5,1.7773844401041667,0.6232386997767857,0.9761042210319752,0.95642848406032,0.9957022292684193,0.9899471881970454,0.9637637040923707,0.7288653536104981,0.8314819625294192,0.20570106173264882,20
Buccaneers,Saints,51,27,26.45,21.4,1.090667724609375,1.1225585937500002,1.430503993255054,0.823710464770462,1.0740677066305835,0.9622333783987435,1.2839934573571417,1.057528746185787,3.489908606747944,1.3226986396916984,24
Browns,Eagles,16,20,16.8,26.35,0.47989379882812494,2.132861328125,0.7070195627157653,1.6228140404072222,0.9440628857210529,1.1591393373556413,0.7785510008350948,0.8264595726408206,0.28604564273299726,0.3855742936886137,-4
Commanders,Ravens,23,30,25.4,26.75,1.7062890625,2.053021599264706,0.8921566440866975,1.7713553122244232,0.9736478737752483,1.1535853420693634,1.154686906886309,0.9458961186807671,2.0526797911539125,0.7572115278888448,-7
Chargers,Broncos,23,16,21.2,20.9,1.7062890624999998,1.0103027343750002,0.7677935869833343,0.9348844527115395,0.9523624999942798,0.987597226203289,1.003370216870769,0.8965359260696658,1.0169650514183328,0.5792132480180302,7
Steelers,Raiders,32,13,23.85,19.3,1.8457453801081734,0.4422984320996544,1.0556617250910922,0.5787411861554068,1.0120746123114615,0.928090296042925,0.8697876250230161,1.0735503937114717,0.49781287204915015,1.425975873781526,19
Lions,Cowboys,47,9,30.35,20.299999999999997,1.4062821943681318,0.6232386997767857,1.3924615820759851,0.6684388649280404,1.0644090548582281,0.93957815971181,1.245105444965698,1.1567801140000595,2.9924759013737265,2.0713527758766044,38
Falcons,Panthers,38,20,26.45,21.15,1.0432473887567935,0.9694824218750001,1.5376460678822677,0.8910318973596613,1.0827051643996382,0.9770182791208497,1.0919904910798879,0.8568202927665605,1.5527240614586457,0.46179445993705276,18
Bengals,Giants,17,7,26.5,21.200000000000003,1.279716796875,0.7271118164062501,0.9302765517814094,0.9401234964357359,0.9907969362242448,0.9884064869659849,1.2102165408913845,0.9410426920032121,2.5960641640922497,0.7379834660718689,10
Bills,Jets,23,20,27.9,20.35,3.6914907602163467,0.688019783266129,1.1027817011025174,0.7424710768718473,1.0190976367826274,0.9558940343739998,0.9538496276825739,1.0334406552123365,0.7895862422899663,1.178766304109723,3
Broncos,Saints,33,10,23.7,19.65,1.26287841796875,0.8082421875,1.062438132125614,0.831131279768394,1.011289484439135,0.963948035860891,1.0450873112930652,0.993619291536748,1.2467026263597092,0.9685010025600593,23
Patriots,Jaguars,16,32,21.1,21.85,1.9389648437500002,1.3909965183423916,1.0720588707342793,0.9265650970322321,1.0159060001441245,0.9867877990492551,0.9424415535646028,0.9385102482919513,0.7434848658416839,0.7281068163753593,-16
Seahawks,Falcons,34,14,22.65,21.65,0.8886922200520833,0.9818798953005116,0.7760333516465759,1.0700069584867562,0.9640868259658192,1.0125753827935702,1.1184699106782787,1.0218124330843252,1.7503364042442897,1.1139249042556791,20
Titans,Bills,10,34,20.1,29.55,0.3752835181451613,2.8229046989889706,0.9103913647674757,1.186200765774445,0.9816996564413414,1.0335684778097856,0.9229710618046317,0.8824225104770146,0.6697927207511231,0.5350358610810746,-24
Bengals,Browns,21,14,26.65,20.8,1.59964599609375,0.4998893737792969,0.8153059327406279,0.8668439083105168,0.97421668201937,0.976553982214494,1.234071770783955,1.015117518095645,2.8622139232367556,1.0779077954308525,7
Texans,Packers,22,24,20.700000000000003,24.9,0.7354694234913793,0.8065441997111344,0.7458208812146904,1.169057977980746,0.9491147702225251,1.0340585016316974,0.9775508175334706,0.9560551335887414,0.8926818736068628,0.7987570217715855,-2
Dolphins,Colts,10,16,22.8,21.35,0.9409682329963236,0.8825633081896551,0.9638472045578292,0.9660450336681398,0.9938753150636441,0.9921347094030658,1.081244132299121,0.8554951670160397,1.4778107392071618,0.458234519379144,-6
Lions,Vikings,31,29,25.85,23.15,0.952642776830025,0.8309849330357143,0.8851072538304062,0.745460627141971,0.977252360197512,0.954172551211764,1.366250839611009,1.2418449660643527,4.760496051088375,2.953499529386119,2
Eagles,Giants,28,3,26.2,17.200000000000003,1.7062890625,0.69802734375,1.8516556657668224,0.766788226780397,1.2067312082621997,0.9510849520033091,0.8104836921701588,0.7217388298668114,0.3497207522868276,0.19583952892229978,25
Raiders,Rams,15,20,20.200000000000003,23.2,0.6855625697544643,2.2716866216715976,0.7496021526446275,0.8482419518889434,0.9614357432920286,0.9726562180660147,1.0593562501189886,0.9812761710585197,1.3341669133756022,0.9098216429004925,-5
Panthers,Commanders,7,40,20.950000000000003,29.95,1.026510799632353,1.59964599609375,1.0278823659836767,1.9340993914085391,1.0055572212517037,1.1669266452271898,0.7230991284466551,1.0194700497821176,0.19769204338531315,1.1012156062300988,-33
Chiefs,49ers,28,18,23.700000000000003,20.05,1.613088399422269,0.8725341796875,0.9309495845839315,0.8921873634262317,0.9879874639887217,0.9784734971518264,0.9002748402036105,1.0607506621055853,0.5913921641217408,1.3429707617187214,10
Jets,Steelers,15,37,19.8,23.35,0.688019783266129,1.8457453801081734,0.6335249392138068,1.0985822277548307,0.9331897577623224,1.0210512143106536,1.0389352444292388,0.8010544075283812,1.2104375748897191,0.32984512641462416,-22
Ravens,Buccaneers,41,31,26.549999999999997,25.799999999999997,1.9389648437500002,1.1633789062500002,1.2945017973022672,0.8391741613918937,1.0666295563181665,0.965612366797282,1.2381077470065198,1.3300224016392233,2.909324774465365,4.161930075562091,10
Chargers,Cardinals,15,17,22.6,19.85,3.046944754464286,0.9597875976562501,0.9574568837679079,1.2288517760504514,0.9920015054457323,1.0473766876867285,0.9200830758788886,0.9257518341662941,0.6593791518205965,0.6799436243803467,-2
Vikings,Rams,20,30,24.35,20.1,0.9140834263392859,0.952642776830025,0.9861271037218157,0.6464542903236671,0.9977715496785292,0.9291496522548593,1.156610182619836,1.1448221995682728,2.0698318107735223,1.9664830699888405,-10
Eagles,Bengals,37,17,26.9,23.200000000000003,1.0664306640625,0.767830078125,1.6738130312016475,0.6858818644490053,1.1701311121381324,0.9529101684745437,0.8962079288420026,1.0263567202559627,0.5781544985776855,1.138915887899303,20
Ravens,Browns,24,29,27.6,18.7,2.9084472656250004,0.799822998046875,1.6080848152673808,0.5526129915479544,1.1260432207893014,0.9062204796431214,1.072285231278411,1.0967682749859469,1.417593202888301,1.5869907594916233,-5
Titans,Lions,14,52,19.25,30.1,0.52880859375,1.7371721224547512,0.7605899018625645,1.300032674752038,0.9475842689464072,1.0507143836494042,0.9830848172699755,0.9977669308981877,0.918237330068887,0.9888844092371735,-38
Cardinals,Dolphins,28,27,21.450000000000003,21.25,1.279716796875,1.613088399422269,1.0320748576632877,0.9109443128790913,1.0071165588674078,0.984558575852528,0.9347484506304952,0.9884857535316922,0.71363110255587,0.9437393687149308,1
Jets,Patriots,22,25,22.1,20.3,1.7773844401041667,1.3423602764423077,0.8274868490327459,0.9935953940626641,0.9717218133587691,0.998543838067902,0.9922312360855707,0.7032654666296978,0.9617550468040591,0.17202693873193828,-3
Falcons,Buccaneers,31,26,22.4,26.7,0.927331012228261,0.9694824218750001,0.8683484577808851,1.2186536534919044,0.9742658931507011,1.040254299724241,1.2189082555399477,1.18658336596948,2.6906368908772467,2.3522922601301555,5
Packers,Jaguars,30,27,26.5,19.1,2.5092486213235294,0.5755847662106447,1.31039486651037,0.7079690695740951,1.0596754265643518,0.9415540223926676,1.2362037527637664,0.9519360986366909,2.8870232956979063,0.7816979637786036,3
Colts,Texans,20,23,22.15,23.55,0.472801772244458,0.8886922200520834,1.0882102616611924,0.9879898127644801,1.0195110853630882,0.9978505893209654,0.8205013801072989,1.0264728329696315,0.37187465437026956,1.139560266878976,-3
Saints,Chargers,8,26,18.75,23.1,1.0103027343750002,2.66607666015625,1.0092308397187641,1.059524682037518,1.0018256722597554,1.010737861982721,0.8886868761332584,1.0461039331912103,0.5542986660129857,1.2527781637061421,-18
Bills,Seahawks,31,10,26.6,21.6,2.8229046989889706,0.5160148374495968,1.1284491056169568,0.7721040688534289,1.0236416151864336,0.9633811862545514,1.0183324418264816,1.138649791791103,1.0950851715612664,1.9140393205356898,21
